station,catchment,district,lat,lon
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
BAHADURPUR,,,,
AJABGARH *,,,,
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR *,,,270 30' N,760 35'E
RENI *,,ALWAR ,,
JAISAMAND *,,ALWAR ,270 29' N,760 30'E
MAGALSAR *,,ALWAR ,270 14' N,760 26'E
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
BAHADURPUR,403,,270 30' N,760 35'E
AJABGARH *,,,,
SILISETH *,,,270 31' N,760 33'E
SODAWAS,,,270 54' N,760 11' E
ALWAR *,,,270 30' N,760 35'E
RENI *,,ALWAR ,,
JAISAMAND *,,ALWAR ,270 29' N,760 30'E
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS,,,,
ALWAR *,,,,
JAISMAND *,,,,
MAGALSAR *,,,,
REDIYA *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISERH,,,,
SODAWAS,,,,
JAISAMAND,,ALWAR,,
BAHADUR PUR,,ALWAR,,
MANGALSAR,,ALWAR,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISETH,,,,
SODAWAS,,,,
BAHADURPUR,,,,
JAI SAMAND,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
BAHADURPUR *,,,,
MANGALSAR *,,,,
JAISAMAND *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
JAISAMAND *,,,,
MANGALSAR,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISETH,,,,
SODAWAS *,,,,
JAISAMAND,,,,
MANGALSAR,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
MANGALSAR *,,,,
JAISAMAND *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
MANGALSAR,,,,
JAISAMAND,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
MANGALSAR,,,,
JAISAMAND,,,,
VIRAT NAGAR *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
MANGALSAR,,,,
JAISAMAND,,,,
VIRAT NAGAR *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISETH,,,,
SODAWAS,,,,
MANGALSAR,,,,
JAISAMAND,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH *,,,,
SILISETH *,,,,
SODAWAS *,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISETH,,,,
SODAWAS (IRRI.),,,,
JAISAMAND,,,,
MANGALSAR,,,,
ALWAR,403,ALWAR,"270 34"" N","760 36"" E"
BANSUR,403,,"270 42"" N","760 21"" E"
BEHROD,403,,"270 53"" N","760 17"" E"
GOVINDGARH,403,,"270 30"" N","770 00"" E"
KATHUMBAR,403,,"270 20"" N","770 03"" E"
KISHANGARH,403,,"270 49"" N","760 43"" E"
KOTKASIM,403,,"280 02"" N","760 43"" E"
LAXMANGARH,403,,"270 22"" N","760 52"" E"
MALAKHERA,403,,"270 23"" N","760 38"" E"
MUNDAWAR,403,,"270 52"" N","760 33"" E"
NEEMRANA,403,,"280 00"" N","760 23"" E"
RAJGARH,403,,"270 14"" N","760 37"" E"
RAMGARH,403,,"270 35"" N","760 49"" E"
TAPUKARA,403,,"280 03"" N","760 51"" E"
THANAGAJI,403,,"270 24"" N","760 19"" E"
TIJARA,403,,"270 57"" N","760 51"" E"
ALWAR (A),403,,"270 30"" N","760 35"" E"
AJABGARH,,,,
SILISETH,,,,
SODAWAS,,,,
MANGALSAR,,,,
JAISAMAD,,,,
ALWAR,403,Alwar,2734,7636
KISHANGARH BAS,403,,2749,7643
MANDAWAR,403,,2752,7633
LAXMANGARH,403,,2722,7652
TIJARA,403,,2757,7651
NIMARANA,403,,2800,7623
GOVINDGARH,403,,2730,7700
KOTKASIM,403,,2802,7643
RAMGARH,403,,2735,7649
MALAKHERA,403,,2723,7638
KATHUMAR,403,,2720,7703
THANAGAZI,403,,2724,7619
BEHROD,403,,2753,7617
BANSUR,403,,2742,7621
TAPUKARA,403,,2803,7651
AIWAR(A),403,,2730,7635
RAJGARH,403,,2714,7637
AJABGARH,,,,
SODAWAS,,,,
SILISERH,,,,
MANGALSAR,,,,
ALWAR (A),403,Alwar,2734,7636
KISHANGARH BAS,403,,2749,7643
MANDAWAR,403,,2752,7633
LAXMANGARH,403,,2722,7652
TIJARA,403,,2757,7651
NIMARANA,403,,2800,7623
GOVINDGARH,403,,2730,7700
KOTKASIM,403,,2802,7643
RAMGARH,403,,2735,7649
MALAKHERA,403,,2723,7638
KATHUMAR,403,,2720,7703
THANAGAZI,403,,2724,7619
BEHROD,403,,2753,7617
BANSUR,403,,2742,7621
TAPUKARA,403,,2803,7651
AIWAR,403,,2730,7635
RAJGARH,403,,2714,7637
AJABGARH,,,,
AJABGARH (A),,,,
SODAWAS,,,,
SILISERH,,,,
MANGALSAR,,,,
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH BAS,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
AJABGARH *,,ALWA4R,,
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR (IMD),,,270 30' N,760 35'E
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH BAS,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR (IMD),,,270 30' N,760 35'E
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH BAS,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
BAHADURPUR,,,,
AJABGARH *,,,,
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR (IMD),,,270 30' N,760 35'E
JAISAMAND *,,ALWAR ,270 29' N,760 30'E
MAGALSAR *,,ALWAR ,270 14' N,760 26'E
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH BAS,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR (IMD),,,270 30' N,760 35'E
ALWAR,403,ALWAR,270 34' N,760 36' E
BANSUR,403,,270 42' N,760 21' E
BEHROD,403,,270 53' N,760 17' E
GOVINDGARH,403,,270 30' N,770 00' E
KATHUMBAR,403,,270 20' N,770 03' E
KISHANGARH BAS,403,,270 49' N,760 43' E
KOTKASIM,403,,280 02' N,760 43' E
LAXMANGARH,403,,270 22' N,760 52' E
MALAKHERA,403,,270 23' N,760 38' E
MUNDAWAR,403,,270 52' N,760 33' E
NEEMRANA,403,,280 00' N,760 23' E
RAJGARH,403,,270 14' N,760 37' E
RAMGARH,403,,27035' N,760 49'E
TAPUKARA,403,,280 03' N,760 51' E
THANAGAJI,403,,270 24' N,760 19' E
TIJARA,403,,270 57' N,760 51' E
ALWAR (IMD),,,,
AJABGARH *,,,,
SILISETH *,,,270 31' N,760 33'E
SODAWAS*,,,270 54' N,760 11' E
ALWAR,403,ALWAR,270 34' N,760 36' E
KISHANGARH,403,,270 42' N,760 21' E
MANDAWAR,403,,270 53' N,760 17' E
LAXMANGARH,403,,270 30' N,770 00' E
TIJARA,403,,270 20' N,770 03' E
NEEMRANA,403,,270 49' N,760 43' E
GOVINDGARH,403,,280 02' N,760 43' E
KOTKASIM,403,,270 22' N,760 52' E
RAMGARH,403,,270 23' N,760 38' E
MALAKHERA,403,,270 52' N,760 33' E
KATHUMER,403,,280 00' N,760 23' E
THANAGAJI,403,,270 14' N,760 37' E
BEHROD,403,,27035' N,760 49'E
BANSUR,403,,280 03' N,760 51' E
TAPUKRA,403,,270 24' N,760 19' E
ALWAR (IMD),403,,270 57' N,760 51' E
RAJGARH,,,,
AJABGARH *,,,,
SODAWAS*,,,270 31' N,760 33'E
ALWAR,403,ALWAR,270 34' N,760 36' E
KISHANGARH ,403,,270 49' N,760 43' E
MUNDAWAR,403,,270 52' N,760 33' E
LAXMANGARH,403,,270 22' N,760 52' E
TIJARA,403,,270 57' N,760 51' E
NEEMRANA,403,,280 00' N,760 23' E
GOVINDGARH,403,,270 30' N,770 00' E
KOTKASIM,403,,280 02' N,760 43' E
RAMGARH,403,,27035' N,760 49'E
MALAKHERA,403,,270 23' N,760 38' E
KATHUMBAR,403,,270 20' N,770 03' E
THANAGAJI,403,,270 24' N,760 19' E
BEHROD,403,,270 53' N,760 17' E
BANSUR,403,,270 42' N,760 21' E
TAPUKARA,403,,280 03' N,760 51' E
ALWAR (A) *,,,270 30' N,760 35'E
RAJGARH,403,,270 14' N,760 37' E
AJABGARH *,,,,
SODAWAS*,,,270 54' N,760 11' E
SILISETH *,,,270 31' N,760 33'E
ALWAR,403,ALWAR,270 34' N,760 36' E
KISHANGARH ,403,,270 49' N,760 43' E
MUNDAWAR,403,,270 52' N,760 33' E
LAXMANGARH,403,,270 22' N,760 52' E
TIJARA,403,,270 57' N,760 51' E
NEEMRANA,403,,280 00' N,760 23' E
GOVINDGARH,403,,270 30' N,770 00' E
KOTKASIM,403,,280 02' N,760 43' E
RAMGARH,403,,27035' N,760 49'E
MALAKHERA,403,,270 23' N,760 38' E
KATHUMBAR,403,,270 20' N,770 03' E
THANAGAJI,403,,270 24' N,760 19' E
BEHROD,403,,270 53' N,760 17' E
BANSUR,403,,270 42' N,760 21' E
TAPUKARA,403,,280 03' N,760 51' E
ALWAR (A) *,,,270 30' N,760 35'E
RAJGARH,403,,270 14' N,760 37' E
AJABGARH *,,,270 14' N,
SODAWAS*,,,270 54' N,760 11' E
SILISETH *,,,270 31' N,760 33'E
ALWAR,403,ALWAR,270 34' N,760 36' E
KISHANGARH ,403,,270 49' N,760 43' E
MUNDAWAR,403,,270 52' N,760 33' E
LAXMANGARH,403,,270 22' N,760 52' E
TIJARA,403,,270 57' N,760 51' E
NEEMRANA,403,,280 00' N,760 23' E
GOVINDGARH,403,,270 30' N,770 00' E
KOTKASIM,403,,280 02' N,760 43' E
RAMGARH,403,,27035' N,760 49'E
MALAKHERA,403,,270 23' N,760 38' E
KATHUMBAR,403,,270 20' N,770 03' E
THANAGAJI,403,,270 24' N,760 19' E
BEHROD,403,,270 53' N,760 17' E
BANSUR,403,,270 42' N,760 21' E
TAPUKARA,403,,280 03' N,760 51' E
ALWAR (A) *,,,270 30' N,760 35'E
RAJGARH,403,,270 14' N,760 37' E
AJABGARH *,,,,
SODAWAS*,,,270 54' N,760 11' E
SILISETH *,,,270 31' N,760 33'E
ALWAR,403,ALWAR,270 34' N,760 36' E
KISHANGARH ,403,,270 49' N,760 43' E
MUNDAWAR,403,,270 52' N,760 33' E
LAXMANGARH,403,,270 22' N,760 52' E
TIJARA,403,,270 57' N,760 51' E
NEEMRANA,403,,280 00' N,760 23' E
GOVINDGARH,403,,270 30' N,770 00' E
KOTKASIM,403,,280 02' N,760 43' E
RAMGARH,403,,27035' N,760 49'E
MALAKHERA,403,,270 23' N,760 38' E
KATHUMBAR,403,,270 20' N,770 03' E
THANAGAJI,403.0,,270 24' N,760 19' E
BEHROD,403.0,,270 53' N,760 17' E
BANSUR,403.0,,270 42' N,760 21' E
TAPUKARA,403.0,,280 03' N,760 51' E
ALWAR (A) *,,ALWAR,270 30' N,760 35'E
RAJGARH,403.0,,270 14' N,760 37' E
AJABGARH *,,ALWAR,,
SODAWAS*,,,270 54' N,760 11' E
SILISETH *,,,270 31' N,760 33'E
ALWAR,403.0,ALWAR,270 34' N,760 36' E
KISHANGARH ,403.0,,270 49' N,760 43' E
MUNDAWAR,403.0,,270 52' N,760 33' E
LAXMANGARH,403.0,,270 22' N,760 52' E
TIJARA,403.0,,270 57' N,760 51' E
NEEMRANA,403.0,,280 00' N,760 23' E
GOVINDGARH,403.0,,270 30' N,770 00' E
KOTKASIM,403.0,,280 02' N,760 43' E
RAMGARH,403.0,,27035' N,760 49'E
MALAKHERA,403.0,,270 23' N,760 38' E
KATHUMBAR,403.0,,270 20' N,770 03' E
THANAGAJI,403.0,,270 24' N,760 19' E
BEHROD,403.0,,270 53' N,760 17' E
BANSUR,403.0,,270 42' N,760 21' E
TAPUKARA,403.0,,280 03' N,760 51' E
ALWAR (A) *,,,270 30' N,760 35'E
RAJGARH,403.0,,270 14' N,760 37' E
AJABGARH *,,ALWAR,,
SODAWAS*,,,270 54' N,760 11' E
SILISETH *,,,270 31' N,760 33'E
ALWAR,403.0,ALWAR,27034' N,76036' E
KISHANGARH BAS,403.0,ALWAR,27049' N,76043' E
MUNDAWAR,403.0,ALWAR,27052' N,76033' E
LAXMANGARH,403.0,ALWAR,27022' N,76052' E
TIJARA,403.0,ALWAR,27057' N,76051' E
NEEMRANA,403.0,ALWAR,28000' N,76023' E
GOVINDGARH,403.0,ALWAR,27030' N,77000' E
